,paperId,abstract,authors,citationCount,citationStyles,citations,journal,referenceCount,title,year
28,02b508a34619732053f83fa122205c1c83bd97a7,,"[{'authorId': '3235367', 'name': 'W. Westera'}, {'authorId': '143825592', 'name': 'R. Prada'}, {'authorId': '145689493', 'name': 'S. Mascarenhas'}, {'authorId': '145255182', 'name': 'P. A. Santos'}, {'authorId': '2151066261', 'name': 'João Dias'}, {'authorId': '28004507', 'name': 'Manuel Guimarães'}, {'authorId': '48884082', 'name': 'K. Georgiadis'}, {'authorId': '3260155', 'name': 'E. Nyamsuren'}, {'authorId': '2565070', 'name': 'Kiavash Bahreini'}, {'authorId': '1730934', 'name': 'Zerrin Yumak'}, {'authorId': '73337627', 'name': 'C. Christyowidiasmoro'}, {'authorId': '151505823', 'name': 'M. Dascalu'}, {'authorId': '1410082815', 'name': 'Gabriel Gutu-Robu'}, {'authorId': '3164109', 'name': 'Stefan Ruseti'}]",39.0,"{'bibtex': '@Article{Westera2019ArtificialIM,\n author = {W. Westera and R. Prada and S. Mascarenhas and P. A. Santos and João Dias and Manuel Guimarães and K. Georgiadis and E. Nyamsuren and Kiavash Bahreini and Zerrin Yumak and C. Christyowidiasmoro and M. Dascalu and Gabriel Gutu-Robu and Stefan Ruseti},\n journal = {Education and Information Technologies},\n pages = {351-380},\n title = {Artificial intelligence moving serious gaming: Presenting reusable game AI components},\n volume = {25},\n year = {2019}\n}\n'}",,"{'volume': '25', 'pages': '351-380', 'name': 'Education and Information Technologies'}",97.0,Artificial intelligence moving serious gaming: Presenting reusable game AI components,2019.0
29,02d4f7b476e2e4f2055505e0efed4f665bb42df2,,"[{'authorId': '39957689', 'name': 'M. Rehm'}, {'authorId': '1742930', 'name': 'E. André'}]",26.0,"{'bibtex': '@Inproceedings{Rehm2006FromAM,\n author = {M. Rehm and E. André},\n pages = {1-17},\n title = {From Annotated Multimodal Corpora to Simulated Human-Like Behaviors},\n year = {2006}\n}\n'}",,{'pages': '1-17'},41.0,From Annotated Multimodal Corpora to Simulated Human-Like Behaviors,2006.0
30,02e0421c0b986d9893b91322d1d50747b56e35ab,,"[{'authorId': '2321433', 'name': 'I. Hupont'}, {'authorId': '1680828', 'name': 'M. Chetouani'}]",13.0,"{'bibtex': '@Article{Hupont2019RegionbasedFR,\n author = {I. Hupont and M. Chetouani},\n journal = {Pattern Analysis and Applications},\n pages = {477-489},\n title = {Region-based facial representation for real-time Action Units intensity detection across datasets},\n volume = {22},\n year = {2019}\n}\n'}",,"{'volume': '22', 'pages': '477-489', 'name': 'Pattern Analysis and Applications'}",46.0,Region-based facial representation for real-time Action Units intensity detection across datasets,2019.0
31,02fb992ba57e3178cc405ac1226221dcbfd639ef,,"[{'authorId': '9760697', 'name': 'D. Chiffi'}]",20.0,"{'bibtex': '@Article{Chiffi2019SpringerHO,\n author = {D. Chiffi},\n journal = {International Studies in the Philosophy of Science},\n pages = {65 - 67},\n title = {Springer Handbook of Model-based Science},\n volume = {32},\n year = {2019}\n}\n'}",,"{'volume': '32', 'pages': '65 - 67', 'name': 'International Studies in the Philosophy of Science'}",4.0,Springer Handbook of Model-based Science,2019.0
32,031acf0078a4e1b5343939ce07acda6a7d795a07,,"[{'authorId': '2460061', 'name': 'G. Rizzolatti'}, {'authorId': '1824336', 'name': 'L. Fadiga'}, {'authorId': '2914469', 'name': 'V. Gallese'}, {'authorId': '2419400', 'name': 'L. Fogassi'}]",4538.0,"{'bibtex': '@Article{Rizzolatti1996PremotorCA,\n author = {G. Rizzolatti and L. Fadiga and V. Gallese and L. Fogassi},\n journal = {Brain research. Cognitive brain research},\n pages = {\n          131-41\n        },\n title = {Premotor cortex and the recognition of motor actions.},\n volume = {3 2},\n year = {1996}\n}\n'}",,"{'volume': '3 2', 'pages': '\n          131-41\n        ', 'name': 'Brain research. Cognitive brain research'}",59.0,Premotor cortex and the recognition of motor actions.,1996.0
33,0337bddb120d16c2a6a0793745e3dab142a1d728,,"[{'authorId': '3134697', 'name': 'C. Creed'}, {'authorId': '144189909', 'name': 'R. Beale'}]",31.0,"{'bibtex': '@Article{Creed2008PsychologicalRT,\n author = {C. Creed and R. Beale},\n journal = {Interact. Comput.},\n pages = {225-239},\n title = {Psychological responses to simulated displays of mismatched emotional expressions},\n volume = {20},\n year = {2008}\n}\n'}",,"{'volume': '20', 'pages': '225-239', 'name': 'Interact. Comput.'}",68.0,Psychological responses to simulated displays of mismatched emotional expressions,2008.0
34,0374b1b732ce2e5fba5b3d8b5ec50dbe2f02c64f,"This study sought to develop and test a measure of social presence. The networked minds battery is proposed for a broad self-report measure of social presence. An experiment was conducted to test the internal consistency and criterion validity of the six constructs as determined by theory, specifically the ability of the measure to distinguish levels of social presence between (1) face-to-face interaction and mediated interaction, and (2) different levels of mediated interaction. The confirmatory factor analysis supports a model based upon a structure six distinct factors. In criterion validity tests the measure was generally sensitive to predicted differences between face-to-face and mediated interaction. On the other hand the measure was less sensitive to differences among low affordance and high affordance media, although the differences suggesting that text rated higher on perceived message and emotional understanding may provide some insight into the communication effectiveness of print media.","[{'authorId': '34303570', 'name': 'Chad Harms'}, {'authorId': '1726689', 'name': 'F. Biocca'}]",93.0,"{'bibtex': '@Inproceedings{Harms2006InternalCA,\n author = {Chad Harms and F. Biocca},\n title = {Internal Consistency and Reliability of the Networked Minds Social Presence Measure},\n year = {2006}\n}\n'}",,,5.0,Internal Consistency and Reliability of the Networked Minds Social Presence Measure,2006.0
35,037af053a367777c6d4560a5680b91d4cbcdd57b,,"[{'authorId': '20955552', 'name': 'P. Bourgeois'}, {'authorId': '3067657', 'name': 'U. Hess'}]",401.0,"{'bibtex': '@Article{Bourgeois2008TheIO,\n author = {P. Bourgeois and U. Hess},\n journal = {Biological Psychology},\n pages = {343-352},\n title = {The impact of social context on mimicry},\n volume = {77},\n year = {2008}\n}\n'}",,"{'volume': '77', 'pages': '343-352', 'name': 'Biological Psychology'}",70.0,The impact of social context on mimicry,2008.0
36,037b59ab816c00d55bd4f03c4efd61d316a6e3b9,"Facial expressions provide an important behavioral measure for the study of emotion, cognitive processes, and social interaction. The Facial Action Coding System (Ekman & Friesen, 1978) is an objective method for quantifying facial movement in terms of component actions. We applied computer image analysis to the problem of automatically detecting facial actions in sequences of images. Three approaches were compared: holistic spatial analysis, explicit measurement of features such as wrinkles, and estimation of motion flow fields. The three methods were combined in a hybrid system that classified six upper facial actions with 91% accuracy. The hybrid system outperformed human nonexperts on this task and performed as well as highly trained experts. An automated system would make facial expression measurement more widely accessible as a research tool in behavioral science and investigations of the neural substrates of emotion.","[{'authorId': '2218905', 'name': 'M. Bartlett'}, {'authorId': '2218905', 'name': 'M. Bartlett'}, {'authorId': '2072657855', 'name': 'Joseph C. Hager'}, {'authorId': '21451088', 'name': 'P. Ekman'}, {'authorId': '1714528', 'name': 'T. Sejnowski'}, {'authorId': '1714528', 'name': 'T. Sejnowski'}]",442.0,"{'bibtex': '@Article{Bartlett1999MeasuringFE,\n author = {M. Bartlett and M. Bartlett and Joseph C. Hager and P. Ekman and T. Sejnowski and T. Sejnowski},\n journal = {Psychophysiology},\n pages = {\n          253-63\n        },\n title = {Measuring facial expressions by computer image analysis.},\n volume = {36 2},\n year = {1999}\n}\n'}",,"{'volume': '36 2', 'pages': '\n          253-63\n        ', 'name': 'Psychophysiology'}",66.0,Measuring facial expressions by computer image analysis.,1999.0
37,037e97f35db0d3a4730ece11a9078a1f9ee2c913,,"[{'authorId': '2268731', 'name': 'Jamil Zaki'}, {'authorId': '2076737', 'name': 'J. Davis'}, {'authorId': '2669604', 'name': 'K. Ochsner'}]",386.0,"{'bibtex': '@Article{Zaki2012OverlappingAI,\n author = {Jamil Zaki and J. Davis and K. Ochsner},\n journal = {NeuroImage},\n pages = {493-499},\n title = {Overlapping activity in anterior insula during interoception and emotional experience},\n volume = {62},\n year = {2012}\n}\n'}",,"{'volume': '62', 'pages': '493-499', 'name': 'NeuroImage'}",53.0,Overlapping activity in anterior insula during interoception and emotional experience,2012.0
38,038251b7c6ffee94181dd6584ae2a923a6b0be07,"We observed that recent state-of-the-art results on single image human pose estimation were achieved by multistage Convolution Neural Networks (CNN). Notwithstanding the superior performance on static images, the application of these models on videos is not only computationally intensive, it also suffers from performance degeneration and flicking. Such suboptimal results are mainly attributed to the inability of imposing sequential geometric consistency, handling severe image quality degradation (e.g. motion blur and occlusion) as well as the inability of capturing the temporal correlation among video frames. In this paper, we proposed a novel recurrent network to tackle these problems. We showed that if we were to impose the weight sharing scheme to the multi-stage CNN, it could be re-written as a Recurrent Neural Network (RNN). This property decouples the relationship among multiple network stages and results in significantly faster speed in invoking the network for videos. It also enables the adoption of Long Short-Term Memory (LSTM) units between video frames. We found such memory augmented RNN is very effective in imposing geometric consistency among frames. It also well handles input quality degradation in videos while successfully stabilizes the sequential outputs. The experiments showed that our approach significantly outperformed current state-of-the-art methods on two large-scale video pose estimation benchmarks. We also explored the memory cells inside the LSTM and provided insights on why such mechanism would benefit the prediction for video-based pose estimations.1","[{'authorId': '2118199949', 'name': 'Yue Luo'}, {'authorId': '145335572', 'name': 'Jimmy S. J. Ren'}, {'authorId': '29988001', 'name': 'Zhouxia Wang'}, {'authorId': '8397576', 'name': 'Wenxiu Sun'}, {'authorId': '9416881', 'name': 'Jin-shan Pan'}, {'authorId': '2124809722', 'name': 'Jianbo Liu'}, {'authorId': '33520260', 'name': 'Jiahao Pang'}, {'authorId': '1737218', 'name': 'Liang Lin'}]",101.0,"{'bibtex': '@Article{Luo2017LSTMPM,\n author = {Yue Luo and Jimmy S. J. Ren and Zhouxia Wang and Wenxiu Sun and Jin-shan Pan and Jianbo Liu and Jiahao Pang and Liang Lin},\n journal = {2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition},\n pages = {5207-5215},\n title = {LSTM Pose Machines},\n year = {2017}\n}\n'}",,"{'pages': '5207-5215', 'name': '2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition'}",40.0,LSTM Pose Machines,2017.0
39,03c656b7010b3a13d5c50a538903141f338b08b5,"We address the difficult open problem of emulating the rich complexity of real pedestrians in urban environments. Our artificial life approach integrates motor, perceptual, behavioral, and cognitive components within a model of pedestrians as individuals. Our comprehensive model feature innovations in these components, as well as in their combination, yielding results of unprecedented fidelity and complexity for fully autonomous multi-human simulation in a large urban environment. We represent the environment using hierarchical data structures, which efficiently support the perceptual queries of the autonomous pedestrians that drive their behavioral responses and sustain their ability to plan their actions on local and global scales.","[{'authorId': '89267134', 'name': 'W. Shao'}, {'authorId': '1750924', 'name': 'Demetri Terzopoulos'}]",634.0,"{'bibtex': '@Inproceedings{Shao2005AutonomousP,\n author = {W. Shao and Demetri Terzopoulos},\n pages = {19-28},\n title = {Autonomous pedestrians},\n year = {2005}\n}\n'}",,{'pages': '19-28'},44.0,Autonomous pedestrians,2005.0
42,03d43a1f53889b26edbd65776d9939846833a5e5,"Over the past years, extensive research has been dedicated to developing robust platforms and data-driven dialog models to support long-term human-robot interactions. However, little is known about how people's perception of robots and engagement with them develop over time and how these can be accurately assessed through implicit and continuous measurement techniques. In this paper, we explore this by involving participants in three interaction sessions with multiple days of zero exposure in between. Each session consists of a joint task with a robot as well as two short social chats with it before and after the task. We measure participants' gaze patterns with a wearable eye-tracker and gauge their perception of the robot and engagement with it and the joint task using questionnaires. Results disclose that aversion of gaze in a social chat is an indicator of a robot's uncanniness and that the more people gaze at the robot in a joint task, the worse they perform. In contrast with most HRI literature, our results show that gaze toward an object of shared attention, rather than gaze toward a robotic partner, is the most meaningful predictor of engagement in a joint task. Furthermore, the analyses of gaze patterns in repeated interactions disclose that people's mutual gaze in a social chat develops congruently with their perceptions of the robot over time. These are key findings for the HRI community as they entail that gaze behavior can be used as an implicit measure of people's perception of robots in a social chat and of their engagement and task performance in a joint task.","[{'authorId': '1556566185', 'name': 'G. Perugia'}, {'authorId': '2047241817', 'name': 'Maike Paetzel-Prüsmann'}, {'authorId': '2047245362', 'name': 'Madelene Alanenpää'}, {'authorId': '39540970', 'name': 'Ginevra Castellano'}]",9.0,"{'bibtex': '@Article{Perugia2021ICS,\n author = {G. Perugia and Maike Paetzel-Prüsmann and Madelene Alanenpää and Ginevra Castellano},\n journal = {Frontiers in Robotics and AI},\n title = {I Can See It in Your Eyes: Gaze as an Implicit Cue of Uncanniness and Task Performance in Repeated Interactions With Robots},\n volume = {8},\n year = {2021}\n}\n'}",,"{'volume': '8', 'name': 'Frontiers in Robotics and AI'}",67.0,I Can See It in Your Eyes: Gaze as an Implicit Cue of Uncanniness and Task Performance in Repeated Interactions With Robots,2021.0
