,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
1063,4e1c3d61ae3135a9f040125b787b2f145be5beb9,SemEval-2015 Task 12: Aspect Based Sentiment Analysis,"SemEval-2015 Task 12, a continuation of SemEval-2014 Task 4, aimed to foster research beyond sentenceor text-level sentiment classification towards Aspect Based Sentiment Analysis. The goal is to identify opinions expressed about specific entities (e.g., laptops) and their aspects (e.g., price). The task provided manually annotated reviews in three domains (restaurants, laptops and hotels), and a common evaluation procedure. It attracted 93 submissions from 16 teams.",2015.0,20.0,663.0,"{'volume': '', 'pages': '486-495', 'name': ''}","{'bibtex': '@Inproceedings{Pontiki2015SemEval2015T1,\n author = {Maria Pontiki and Dimitris Galanis and Haris Papageorgiou and S. Manandhar and Ion Androutsopoulos},\n pages = {486-495},\n title = {SemEval-2015 Task 12: Aspect Based Sentiment Analysis},\n year = {2015}\n}\n'}","[{'authorId': '3467179', 'name': 'Maria Pontiki'}, {'authorId': '50143153', 'name': 'Dimitris Galanis'}, {'authorId': '36050276', 'name': 'Haris Papageorgiou'}, {'authorId': '1756438', 'name': 'S. Manandhar'}, {'authorId': '1752430', 'name': 'Ion Androutsopoulos'}]"
1064,4e2f09f1a8b44fbccf024b6905ba425ec7722d1f,Presence within the virtual reality environment of the international space station,,2022.0,10.0,1.0,"{'volume': '26', 'pages': '1145 - 1153', 'name': 'Virtual Reality'}","{'bibtex': '@Article{Seedhouse2022PresenceWT,\n author = {E. Seedhouse},\n journal = {Virtual Reality},\n pages = {1145 - 1153},\n title = {Presence within the virtual reality environment of the international space station},\n volume = {26},\n year = {2022}\n}\n'}","[{'authorId': '46779149', 'name': 'E. Seedhouse'}]"
1065,4e3763f6b07efbb3f15cc128be4356599d653f9f,The science of interpersonal touch: An overview,,2010.0,217.0,680.0,"{'volume': '34', 'pages': '246-259', 'name': 'Neuroscience & Biobehavioral Reviews'}","{'bibtex': '@Article{Gallace2010TheSO,\n author = {A. Gallace and C. Spence},\n journal = {Neuroscience & Biobehavioral Reviews},\n pages = {246-259},\n title = {The science of interpersonal touch: An overview},\n volume = {34},\n year = {2010}\n}\n'}","[{'authorId': '2508045', 'name': 'A. Gallace'}, {'authorId': '144248893', 'name': 'C. Spence'}]"
1066,4e53d8387a3f7361d05e0afb5e77f30e69b9eedc,Mood expression through parameterized functional behavior of robots,"Bodily expression of affect is crucial to human robot interaction. We distinguish between emotion and mood expression, and focus on mood expression. Bodily expression of an emotion is explicit behavior that typically interrupts ongoing functional behavior. Instead, bodily mood expression is integrated with functional behaviors without interrupting them. We propose a parameterized behavior model with specific behavior parameters for bodily mood expression. Robot mood controls pose and motion parameters, while those parameters modulate behavior appearance. We applied the model to two concrete behaviors - waving and pointing - of the NAO robot, and conducted a user study in which participants (N=24) were asked to design the expression of positive, neutral, and negative moods by modulating the parameters of the two behaviors. Results show that participants created different parameter settings corresponding with different moods, and the settings were generally consistent across participants. Various parameter settings were also found to be behavior-invariant. These findings suggest that our model and parameter set are promising for expressing moods in a variety of behaviors.",2013.0,22.0,52.0,"{'pages': '533-540', 'name': '2013 IEEE RO-MAN'}","{'bibtex': '@Article{Xu2013MoodET,\n author = {Junchao Xu and J. Broekens and K. Hindriks and Mark Antonius Neerincx},\n journal = {2013 IEEE RO-MAN},\n pages = {533-540},\n title = {Mood expression through parameterized functional behavior of robots},\n year = {2013}\n}\n'}","[{'authorId': '34859885', 'name': 'Junchao Xu'}, {'authorId': '1735303', 'name': 'J. Broekens'}, {'authorId': '1751831', 'name': 'K. Hindriks'}, {'authorId': '1784286', 'name': 'Mark Antonius Neerincx'}]"
1067,4e57c5a19ede727045a5d6664ca1be9b8d298e95,The Face of the Chameleon: The Experience of Facial Mimicry for the Mimicker and the Mimickee,"ABSTRACT This research addressed three questions concerning facial mimicry: (a) Does the relationship between mimicry and liking characterize all facial expressions, or is it limited to specific expressions? (b) Is the relationship between facial mimicry and liking symmetrical for the mimicker and the mimickee? (c) Does conscious mimicry have consequences for emotion recognition? A paradigm is introduced in which participants interact over a computer setup with a confederate whose prerecorded facial displays of emotion are synchronized with participants’ behavior to create the illusion of social interaction. In Experiment 1, the confederate did or did not mimic participants’ facial displays of various subsets of basic emotions. Mimicry promoted greater liking for the confederate regardless of which emotions were mimicked. Experiment 2 reversed these roles: participants were instructed to mimic or not to mimic the confederate’s facial displays. Mimicry did not affect liking for the confederate but it did impair emotion recognition.",2015.0,72.0,32.0,"{'volume': '155', 'pages': '590 - 604', 'name': 'The Journal of Social Psychology'}","{'bibtex': '@Article{Kulesza2015TheFO,\n author = {Wojciech Kulesza and A. Cislak and Robin R. Vallacher and Andrzej Nowak and Martyna Czekiel and S. Bedyńska},\n journal = {The Journal of Social Psychology},\n pages = {590 - 604},\n title = {The Face of the Chameleon: The Experience of Facial Mimicry for the Mimicker and the Mimickee},\n volume = {155},\n year = {2015}\n}\n'}","[{'authorId': '145213848', 'name': 'Wojciech Kulesza'}, {'authorId': '15744706', 'name': 'A. Cislak'}, {'authorId': '3038804', 'name': 'Robin R. Vallacher'}, {'authorId': '49683665', 'name': 'Andrzej Nowak'}, {'authorId': '5195231', 'name': 'Martyna Czekiel'}, {'authorId': '6410603', 'name': 'S. Bedyńska'}]"
1068,4e5a504dff1de4f2a335e4d5a10e57f6b57d0466,"Emotional intelligence: its relationship to stress, coping, well-being and professional performance in nursing students.",,2011.0,57.0,406.0,"{'volume': '31 8', 'pages': '\n          855-60\n        ', 'name': 'Nurse education today'}","{'bibtex': '@Article{Por2011EmotionalII,\n author = {J. Por and Louise Barriball and J. Fitzpatrick and Julia Roberts},\n journal = {Nurse education today},\n pages = {\n          855-60\n        },\n title = {Emotional intelligence: its relationship to stress, coping, well-being and professional performance in nursing students.},\n volume = {31 8},\n year = {2011}\n}\n'}","[{'authorId': '12816925', 'name': 'J. Por'}, {'authorId': '2037476805', 'name': 'Louise Barriball'}, {'authorId': '121748002', 'name': 'J. Fitzpatrick'}, {'authorId': '47605738', 'name': 'Julia Roberts'}]"
1069,4e6ac44ad26ae8767bbe73e40d768b8d02382560,How the Timing and Magnitude of Robot Errors Influence Peoples' Trust of Robots in an Emergency Scenario,,2017.0,33.0,48.0,{'pages': '42-52'},"{'bibtex': ""@Inproceedings{Rossi2017HowTT,\n author = {Alessandra Rossi and K. Dautenhahn and K. Koay and M. Walters},\n pages = {42-52},\n title = {How the Timing and Magnitude of Robot Errors Influence Peoples' Trust of Robots in an Emergency Scenario},\n year = {2017}\n}\n""}","[{'authorId': '48369504', 'name': 'Alessandra Rossi'}, {'authorId': '1724361', 'name': 'K. Dautenhahn'}, {'authorId': '1749179', 'name': 'K. Koay'}, {'authorId': '1847981', 'name': 'M. Walters'}]"
1070,4e73a0440abad9c89b3f8707c14040d608672de8,The Impact of Emotional Intelligence on Nursing: An Overview,"In this paper we focus on the role that Emotional Intelligence has on nursing. We pay attention to both students and professionals and the role emotional intelligence has on emotional self-concept and burnout. Our studies with nursing students yield positive relations between the Clarity and Emotional Repair components of Perceived Emotional Intelligence and all scales of the self-concept scale. On the other hand, nursing professionals that have clear feelings about their emotions and situations that occur, and are capable of dealing with those emotions, have lower levels of stress in their work. Also, those nurses who show a high ability to curtail their negative emotional states and prolong positive emotional states show higher levels of overall health than those individuals who have trouble regulating their emotions. Our results imply that the emotional and cognitive dimensions have to be taken into account in future training programs for nursing professionals and students",2010.0,56.0,81.0,"{'volume': '01', 'pages': '50-58', 'name': 'Psychology'}","{'bibtex': '@Article{Landa2010TheIO,\n author = {J. M. A. Landa and Esther Lopez-Zafra},\n journal = {Psychology},\n pages = {50-58},\n title = {The Impact of Emotional Intelligence on Nursing: An Overview},\n volume = {01},\n year = {2010}\n}\n'}","[{'authorId': '2058104689', 'name': 'J. M. A. Landa'}, {'authorId': '1398772713', 'name': 'Esther Lopez-Zafra'}]"
1071,4e742d3254089fad03f935e2511ef1d8e9f02a91,Dynamics of rumor propagation on small-world networks.,"We study the dynamics of an epidemiclike model for the spread of a rumor on a small-world network. It has been shown that this model exhibits a transition between regimes of localization and propagation at a finite value of the network randomness. Here, by numerical means, we perform a quantitative characterization of the evolution in the two regimes. The variant of dynamic small worlds, where the quenched disorder of small-world networks is replaced by randomly changing connections between individuals, is also analyzed in detail and compared with a mean-field approximation.",2001.0,8.0,481.0,"{'volume': '65 4 Pt 1', 'pages': '\n          041908\n        ', 'name': 'Physical review. E, Statistical, nonlinear, and soft matter physics'}","{'bibtex': '@Article{Zanette2001DynamicsOR,\n author = {D. Zanette},\n journal = {Physical review. E, Statistical, nonlinear, and soft matter physics},\n pages = {\n          041908\n        },\n title = {Dynamics of rumor propagation on small-world networks.},\n volume = {65 4 Pt 1},\n year = {2001}\n}\n'}","[{'authorId': '2320797', 'name': 'D. Zanette'}]"
1072,4e76bbba6ab4a73191728d058d7a28aa5fe007e5,Étude qualitative des déterminants de l’empathie chez les internes en médecine générale,"Objectifs : L’empathie est une qualite necessaire aux internes en medecine generale. Nous avons recherche les determinants de l’empathie clinique chez les internes en medecine generale. 
Methode : Il s’agit d’une recherche qualitative par entretiens semi-diriges aupres de 24 internes en medecine generale parisiens (12 filles et 12 garcons). Entretiens comportant une partie semi-structuree et une partie structuree. 
Resultats : Nous avons identifie un premier groupe de facteurs nommes antecedents : personnalite de l’interne (traits a tendance stable et traits variables), personnalite du patient, caracteristiques de la situation clinique (contrainte organisationnelles, environnement de travail et caracteristiques de la situation clinique). Le deuxieme groupe identifie comprend des processus : identification, volition. 
Conclusion : Cette etude a permis l’enrichissement de la partie antecedent du modele de Larson et Yao et l’approfondissement de certains processus.",2014.0,99.0,1.0,"{'volume': '', 'pages': '123', 'name': ''}","{'bibtex': '@Inproceedings{Joubert2014ÉtudeQD,\n author = {A. Joubert},\n pages = {123},\n title = {Étude qualitative des déterminants de l’empathie chez les internes en médecine générale},\n year = {2014}\n}\n'}","[{'authorId': '113227042', 'name': 'A. Joubert'}]"
1073,4e9e7672833fddaf0eef5f558dddef2479fa70a5,Degraded conditions: Confounds in the study of decision making,"Abstract I raise a consideration complementary to those raised in the target article. Many of the most widely cited studies on decision making involve introspection in degraded conditions, namely, conditions in which agents have no reason for the decisions they reach. But the fact that confabulation occurs in degraded conditions does not impugn the reliability of introspection in non-degraded conditions, that is, in cases in which a subject actually does make a choice for a reason.",2014.0,479.0,396.0,"{'volume': '37', 'pages': '19 - 20', 'name': 'Behavioral and Brain Sciences'}","{'bibtex': '@Article{Antony2014DegradedCC,\n author = {Louise Antony},\n journal = {Behavioral and Brain Sciences},\n pages = {19 - 20},\n title = {Degraded conditions: Confounds in the study of decision making},\n volume = {37},\n year = {2014}\n}\n'}","[{'authorId': '2250561886', 'name': 'Louise Antony'}]"
1074,4ec3b59f6c2ab4d6c868ae4a2f6dccf977433594,Emotion rating from short blog texts,"Being able to automatically perceive a variety of emotions from text alone has potentially important applications in CMC and HCI that range from identifying mood from online posts to enabling dynamically adaptive interfaces. However, such ability has not been proven in human raters or computational systems. Here we examine the ability of naive raters of emotion to detect one of eight emotional categories from 50 and 200 word samples of real blog text. Using expert raters as a 'gold standard', naive-expert rater agreement increased with longer texts, and was high for ratings of joy, disgust, anger and anticipation, but low for acceptance and 'neutral' texts. We discuss these findings in light of theories of CMC and potential applications in HCI.",2008.0,19.0,238.0,{'name': 'Proceedings of the SIGCHI Conference on Human Factors in Computing Systems'},"{'bibtex': '@Article{Gill2008EmotionRF,\n author = {Alastair J. Gill and D. Gergle and R. French and J. Oberlander},\n journal = {Proceedings of the SIGCHI Conference on Human Factors in Computing Systems},\n title = {Emotion rating from short blog texts},\n year = {2008}\n}\n'}","[{'authorId': '2711000', 'name': 'Alastair J. Gill'}, {'authorId': '2497393', 'name': 'D. Gergle'}, {'authorId': '2440747', 'name': 'R. French'}, {'authorId': '3263707', 'name': 'J. Oberlander'}]"
